model,spec,task,id,er,exact,token_index,region,cat,text,sal,sal_norm,attn,attn_norm
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,501,trace,FG_word,ony,4e-06,0.0172,0.000129,0.0036
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,502,trace,FG_word,l,1e-06,0.0025,2.2e-05,0.0006
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,503,trace,other_word, compound,2.6e-05,0.1006,7.6e-05,0.0021
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,504,trace,other_word, and,7e-06,0.0257,8.6e-05,0.0024
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,505,trace,punct, a,6e-06,0.0215,0.000132,0.0037
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,506,trace,other_word, phen,1.2e-05,0.0471,9.9e-05,0.0028
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,507,trace,FG_word,olic,6e-06,0.0234,0.000113,0.0032
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,508,trace,other_word, compound,1.1e-05,0.0423,0.000155,0.0044
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,509,trace,other_word, that,1.9e-05,0.0722,3e-05,0.0008
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,510,trace,other_word, can,8e-06,0.0294,3.1e-05,0.0009
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,511,trace,other_word, participate,3e-06,0.0128,2.9e-05,0.0008
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,512,trace,punct, in,5e-06,0.0176,1.2e-05,0.0003
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,513,trace,punct, an,7e-06,0.0268,2.8e-05,0.0008
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,514,trace,other_word, est,1.2e-05,0.0468,5.2e-05,0.0015
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,515,trace,FG_word,er,2e-06,0.0081,2.3e-05,0.0006
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,516,trace,other_word,ification,6e-06,0.0249,5.5e-05,0.0015
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,517,trace,punct, or,1e-06,0.0033,4.3e-05,0.0012
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,518,trace,other_word, coupling,5e-06,0.0199,5.7e-05,0.0016
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,519,trace,other_word, reaction,4e-06,0.0137,1.5e-05,0.0004
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,520,trace,punct,.,1.4e-05,0.0558,8.2e-05,0.0023
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,521,trace,other_word, Considering,9e-06,0.0367,2.3e-05,0.0006
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,522,trace,other_word, the,4e-06,0.0141,2e-05,0.0006
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,523,trace,other_word, specific,1.1e-05,0.0417,1.4e-05,0.0004
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,524,trace,other_word, structure,1.2e-05,0.0469,1.5e-05,0.0004
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,525,trace,punct,",",1.7e-05,0.0669,2.2e-05,0.0006
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,526,trace,punct, a,2.7e-05,0.1034,2.7e-05,0.0008
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,527,trace,other_word, possible,1.3e-05,0.0519,2.1e-05,0.0006
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,528,trace,other_word, react,1.9e-05,0.0735,1.9e-05,0.0005
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,529,trace,other_word,ant,2e-06,0.009,1.3e-05,0.0004
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,530,trace,other_word, pair,2e-05,0.0768,1.1e-05,0.0003
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,531,trace,other_word, could,4e-06,0.0142,1.4e-05,0.0004
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,532,trace,punct, be,1.2e-05,0.0446,0.000121,0.0034
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,533,trace,punct, C,2e-05,0.0794,0.000816,0.0229
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,534,trace,SMILES_frag,,7.1e-05,0.2761,0.000576,0.0162
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,535,trace,SMILES_frag,(C,5.6e-05,0.2162,0.000774,0.0217
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,536,trace,SMILES_frag,),7e-06,0.0269,0.001076,0.0302
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,537,trace,SMILES_frag,C,2e-05,0.0791,0.001602,0.0449
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,538,trace,SMILES_frag,(=,1.8e-05,0.0683,0.002106,0.0591
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,539,trace,SMILES_frag,O,7.6e-05,0.2931,0.001358,0.0381
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,540,trace,SMILES_frag,),4.6e-05,0.1765,0.000652,0.0183
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,541,trace,SMILES_frag,Cl,2.9e-05,0.1131,0.004944,0.1387
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,542,trace,punct, (,2.9e-05,0.1138,0.000378,0.0106
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,543,trace,punct,an,1.1e-05,0.0412,0.000153,0.0043
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,544,trace,punct, ac,2e-06,0.0067,4.3e-05,0.0012
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,545,trace,FG_word,yl,1.7e-05,0.0654,0.000189,0.0053
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,546,trace,other_word, chloride,1e-06,0.0045,0.000401,0.0112
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,547,trace,punct,",",2.6e-05,0.0996,6.8e-05,0.0019
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,548,trace,other_word, which,1.2e-05,0.0475,5.4e-05,0.0015
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,549,trace,punct, is,1.5e-05,0.0599,2.8e-05,0.0008
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,550,trace,punct, a,2e-06,0.0081,2.9e-05,0.0008
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,551,trace,other_word, common,3e-06,0.0135,3.8e-05,0.0011
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,552,trace,other_word, precursor,1.1e-05,0.0419,2.7e-05,0.0008
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,553,trace,other_word, for,6e-06,0.0248,3.1e-05,0.0009
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,554,trace,other_word, est,1.2e-05,0.045,5.9e-05,0.0016
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,555,trace,FG_word,er,5e-06,0.018,2.2e-05,0.0006
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,556,trace,other_word,ification,1e-05,0.0382,8.2e-05,0.0023
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,557,trace,other_word, reactions,4e-06,0.0142,4.1e-05,0.0011
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,558,trace,punct,),1.6e-05,0.0607,0.000192,0.0054
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,559,trace,other_word, and,0.000209,0.8105,0.001083,0.0304
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,560,trace,punct, Oc,4.1e-05,0.1575,0.003357,0.0942
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,561,trace,SMILES_frag,1,1.2e-05,0.0446,0.001091,0.0306
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,562,trace,SMILES_frag,ccc,2.9e-05,0.113,0.000454,0.0127
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,563,trace,SMILES_frag,2,1e-06,0.0058,0.000713,0.02
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,564,trace,SMILES_frag,cc,0.00011,0.4261,0.001808,0.0507
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,565,trace,SMILES_frag,(C,1.9e-05,0.0729,0.00296,0.083
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,566,trace,SMILES_frag,O,1.1e-05,0.0412,0.005219,0.1464
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,567,trace,SMILES_frag,),2.7e-05,0.1053,0.002365,0.0664
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,568,trace,SMILES_frag,ccc,4e-06,0.0149,0.001427,0.04
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,569,trace,SMILES_frag,2,6e-06,0.0213,0.000637,0.0179
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,570,trace,SMILES_frag,c,1.2e-05,0.0456,0.000835,0.0234
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,571,trace,SMILES_frag,1,1.1e-05,0.0443,0.001335,0.0375
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,572,trace,punct, (,1.5e-05,0.0597,0.000296,0.0083
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,573,trace,punct,a,1e-06,0.0033,0.000141,0.004
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,574,trace,other_word, phen,1e-06,0.0057,9.8e-05,0.0027
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,575,trace,FG_word,ol,5e-06,0.0193,0.000155,0.0044
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,576,trace,other_word, derivative,1e-06,0.0056,0.000134,0.0037
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,577,trace,other_word, with,9e-06,0.0356,5.8e-05,0.0016
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,578,trace,punct, a,6e-06,0.0232,0.000111,0.0031
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,579,trace,other_word, hydro,4e-06,0.0139,0.000128,0.0036
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,580,trace,FG_word,x,1e-06,0.0058,0.000195,0.0055
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,581,trace,punct,ym,5e-06,0.0209,0.00019,0.0053
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,582,trace,other_word,ethyl,3e-06,0.0107,0.000475,0.0133
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,583,trace,other_word, group,6e-06,0.023,9.5e-05,0.0027
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,584,trace,punct, on,1e-06,0.0036,0.00014,0.0039
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,585,trace,other_word, the,1e-06,0.0054,0.000162,0.0045
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,586,trace,other_word, ring,1e-06,0.0034,0.00029,0.0081
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,587,trace,punct,",",2e-06,0.0082,5.8e-05,0.0016
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,588,trace,other_word, which,0.0,0.0014,2.5e-05,0.0007
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,589,trace,other_word, could,2e-06,0.0084,4e-05,0.0011
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,590,trace,other_word, participate,3e-06,0.0125,4.7e-05,0.0013
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,591,trace,punct, in,2e-06,0.0077,2.9e-05,0.0008
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,592,trace,other_word, the,4e-06,0.0146,3.8e-05,0.0011
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,593,trace,other_word, est,1e-06,0.003,0.000124,0.0035
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,594,trace,FG_word,er,2e-06,0.0089,2e-05,0.0006
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,595,trace,other_word,ification,3e-06,0.0108,5.1e-05,0.0014
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,596,trace,punct,).,2.8e-05,0.1103,0.00074,0.0208
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,597,trace,other_word, These,2e-06,0.0072,5.4e-05,0.0015
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,598,trace,other_word, react,2.4e-05,0.094,9.8e-05,0.0027
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,599,trace,other_word,ants,1e-06,0.0032,2.8e-05,0.0008
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,600,trace,other_word, would,2e-06,0.0071,3.1e-05,0.0009
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,601,trace,other_word, undergo,2e-06,0.0082,9.3e-05,0.0026
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,602,trace,punct, a,1e-06,0.0034,7.8e-05,0.0022
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,603,trace,other_word, reaction,2e-06,0.009,8.7e-05,0.0024
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,604,trace,punct, to,1e-06,0.0022,3.8e-05,0.0011
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,605,trace,other_word, form,0.0,0.0011,5e-05,0.0014
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,606,trace,other_word, the,3e-06,0.0113,7e-05,0.002
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,607,trace,other_word, observed,1.1e-05,0.0411,6.3e-05,0.0018
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,608,trace,other_word, product,1e-06,0.0038,0.00012,0.0034
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,609,trace,punct,",",1e-06,0.0048,6.8e-05,0.0019
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,610,trace,other_word, with,0.0,0.0013,0.000114,0.0032
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,611,trace,other_word, the,4e-06,0.0166,0.000132,0.0037
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,612,trace,punct, ac,5e-06,0.0195,8.3e-05,0.0023
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,613,trace,FG_word,yl,1e-06,0.0025,0.000127,0.0036
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,614,trace,other_word, chloride,1e-06,0.0052,0.000155,0.0044
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,615,trace,other_word, reacting,1e-06,0.0035,0.000124,0.0035
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,616,trace,other_word, with,1e-06,0.0037,0.000124,0.0035
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,617,trace,other_word, the,2e-06,0.0084,9.2e-05,0.0026
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,618,trace,other_word, phen,0.0,0.0013,0.000149,0.0042
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,619,trace,FG_word,ol,2e-06,0.0094,0.000159,0.0045
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,620,trace,punct, to,3e-06,0.0121,8e-05,0.0022
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,621,trace,other_word, form,1e-06,0.0056,7.8e-05,0.0022
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,622,trace,other_word, the,1e-06,0.0042,4e-05,0.0011
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,623,trace,other_word, est,1e-06,0.0053,0.000134,0.0038
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,624,trace,FG_word,er,5e-06,0.0206,7.2e-05,0.002
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,625,trace,FG_word, linkage,1e-06,0.0035,0.000125,0.0035
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,626,trace,punct,".
",1e-05,0.0378,0.000786,0.022
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,627,other,punct,</,2.9e-05,0.0,0.000389,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,628,other,other_word,think,3e-06,0.0,0.000404,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,629,other,punct,">
",3.4e-05,0.0,0.000568,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,630,other,punct,<,7.2e-05,0.0,0.000851,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,631,other,other_word,answer,0.000141,0.0,0.017456,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,632,other,punct,>C,2.9e-05,0.0,0.013733,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,633,answer,SMILES_frag,,0.000135,0.0,0.010254,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,634,answer,SMILES_frag,(C,2.2e-05,0.0,0.004578,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,635,answer,SMILES_frag,),1.6e-05,0.0,0.004211,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,636,answer,SMILES_frag,C,3.1e-05,0.0,0.004608,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,637,answer,SMILES_frag,(=,4.4e-05,0.0,0.00238,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,638,answer,SMILES_frag,O,2.5e-05,0.0,0.002747,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,639,answer,SMILES_frag,),0.000122,0.0,0.002686,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,640,answer,SMILES_frag,Cl,6.7e-05,0.0,0.011353,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,641,answer,SMILES_frag,.O,0.0,0.0,0.030884,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,642,answer,SMILES_frag,c,0.0,0.0,0.015991,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,643,answer,SMILES_frag,1,0.0,0.0,0.02002,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,644,answer,SMILES_frag,ccc,0.0,0.0,0.010498,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,645,answer,SMILES_frag,2,0.0,0.0,0.019897,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,646,answer,SMILES_frag,cc,0.0,0.0,0.013489,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,647,answer,SMILES_frag,(C,0.0,0.0,0.006256,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,648,answer,SMILES_frag,O,0.0,0.0,0.006866,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,649,answer,SMILES_frag,),0.0,0.0,0.009033,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,650,answer,SMILES_frag,ccc,0.0,0.0,0.005188,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,651,answer,SMILES_frag,2,0.0,0.0,0.005127,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,652,answer,SMILES_frag,c,0.0,0.0,0.002213,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,653,answer,SMILES_frag,1,0.0,0.0,0.001625,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,654,other,punct,</,0.0,0.0,0.0,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,655,other,other_word,answer,0.0,0.0,0.0,0.0
Chem-R-Faithful,retrosynthesis/er0,retrosynthesis,uspto_test_1,0.0,True,656,other,punct,>,0.0,0.0,0.0,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,0,other,other_word,<|begin_of_text|>,0.861118,0.0,0.589844,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,1,other,other_word,<|start_header_id|>,0.000268,0.0,4e-06,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,2,other,other_word,system,0.005754,0.0,9e-06,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,3,other,other_word,<|end_header_id|>,0.000383,0.0,3e-06,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,4,other,space,"

",0.045908,0.0,2.8e-05,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,5,other,other_word,Cut,0.002637,0.0,1.6e-05,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,6,other,other_word,ting,0.026625,0.0,1.7e-05,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,7,other,other_word, Knowledge,0.062316,0.0,5.1e-05,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,8,other,other_word, Date,0.039118,0.0,2.7e-05,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,9,other,punct,:,0.007792,0.0,1.4e-05,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,10,other,other_word, December,0.090664,0.0,1.5e-05,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,11,other,space, ,0.104797,0.0,1.7e-05,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,12,other,position_digit,202,0.012815,0.0,1.5e-05,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,13,other,position_digit,3,0.173661,0.0,4.4e-05,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,14,other,space,"
",0.080235,0.0,2e-05,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,15,other,other_word,Today,0.009389,0.0,1.8e-05,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,16,other,other_word, Date,0.069593,0.0,2.1e-05,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,17,other,punct,:,0.049933,0.0,2.5e-05,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,18,other,space, ,0.009955,0.0,1.9e-05,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,19,other,position_digit,26,0.005159,0.0,1.8e-05,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,20,other,other_word, Jul,0.054888,0.0,0.000101,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,21,other,space, ,0.055592,0.0,3e-05,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,22,other,position_digit,202,0.027606,0.0,5.9e-05,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,23,other,position_digit,4,0.383404,0.0,4.8e-05,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,24,other,space,"

",0.164552,0.0,2.2e-05,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,25,other,other_word,You,0.038596,0.0,5e-06,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,26,other,other_word, are,0.0619,0.0,5e-06,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,27,other,punct, an,0.029693,0.0,6e-06,0.0
Chem-R-Faithful,mol2cap/er0,mol2cap,53239731,0.0,True,28,other,other_word, expert,0.001786,0.0,1e-05,0.0
